지정상품(국문),NICE분류,유사군코드,지정상품(영문)
모발용 염색약,03,"G1201,S120907,S128302",tints for the hair
두피토너(비의료용),03,"G1201,S120907,S128302",toners for scalp(not for medical use)
알약형태의 바디용 방취제,03,"G1201,S120907,S128302",body deodorants in pill form
오데퍼퓸,03,"G1201,S120907,S128302",eau de parfum
오 드 뚜왈렛,03,"G1201,S120907,S128302",eau de toilette
풋방취용 스프레이,03,"G1201,S120907,S128302",foot deodorant sprays
인체용 향수,03,"G1201,S120907,S128302",fragrances for personal use
액체형 향수,03,"G1201,S120907,S128302",liquid perfumes
향수,03,"G1201,S120907,S128302",perfume
퍼퓸 바디스프레이,03,"G1201,S120907,S128302",perfume body sprays
티슈 및 향수용 향수추출물,03,"G1201,S120907,S128302",perfumed extracts for tissues and perfumes
분말향수,03,"G1201,S120907,S128302",perfumed powder
향분,03,"G1201,S120907,S128302",perfumed powders
퍼퓸드 탤컴파우더,03,"G1201,S120907,S128302",perfumed talcum powder
향수 및 코롱,03,"G1201,S120907,S128302",perfumes and colognes
향수 및 화장수,03,"G1201,S120907,S128302",perfumes and toilet waters
유아용 향수,03,"G1201,S120907,S128302",perfumes for babies
고형향수,03,"G1201,S120907,S128302",perfumes in solid form
화장용 장미 오일,03,"G1201,S120907,S128302",rose oil for cosmetic purposes
화장용 마스크,03,"G1201,S120907,S128302",beauty masks
화장용 페이셜 마스크,03,"G1201,S120907,S128302",cosmetic facial masks
화장용 라벤더 오일,03,"G1201,S120907,S128302",lavender oil for cosmetic use
화장용 스킨마스크,03,"G1201,S120907,S128302",skin masks for cosmetic use
화장용 헤나,03,"G1201,S120907,S128302",henna for cosmetic purposes
얼굴용 수딩미스트(화장품),03,"G1201,S120907,S128302",facial mist sprays
얼굴용 크림미스트(화장품),03,"G1201,S120907,S128302",facial cream mists
화장용 파우더 팩트,03,"G1201,S120907,S128302","powder compacts, filled"
미셀러 워터(클렌징 화장수),03,"G1201,S120907,S128302",micellar water
어린이용 화장품,03,"G1201,S120907,S128302",cosmetics for children
골드크림,03,"G1201,S120907,S128302",cosmetic skin creams containing gold elements
검버섯 및 주근깨 감소용 화장로션,03,"G1201,S120907,S128302",cosmetic lotions for reducing the appearance of age spots and freckles
화장용 페이셜에멀션,03,"G1201,S120907,S128302",facial emulsions for cosmetic use
비의료용 스킨세럼,03,"G1201,S120907,S128302",non-medicated skin serums
비비크림,03,"G1201,S120907,S128302",blemish balm creams
볼연지,03,"G1201,S120907,S128302",cheek colors
눈용 연필,03,"G1201,S120907,S128302",eyes pencils
화장용 페이스 파우더 페이스트,03,"G1201,S120907,S128302",face powder paste for cosmetic purposes
손톱손질제,03,"G1201,S120907,S128302",nail care preparations
손톱탈색제,03,"G1201,S120907,S128302",nail decolorants
애프터셰이브제,03,"G1201,S120907,S128302",aftershave preparations
바디크림,03,"G1201,S120907,S128302",body creams
화장용 셀룰라이트 감소용 크림,03,"G1201,S120907,S128302",creams for cellulite reduction for cosmetic use
비의료용 선크림,03,"G1201,S120907,S128302",sun creams (not for medicinal use)
헤어무스,03,"G1201,S120907,S128302",hair mousse
모발용 파우더,03,"G1201,S120907,S128302",hair powders
두피보호크림(비의료용),03,"G1201,S120907,S128302",scalp protective creams(not for medical use)
미용 마사지양초,03,"G1201,S120907,S128302",massage candles for cosmetic purposes
손톱영양제,03,"G1201,S120907,S128302",nutritional cosmetic preparations for nails
루스 페이스 파우더,03,"G1201,S120907,S128302",loose face powder
유아용 거품목욕제,03,"G1201,S120907,S128302",baby bubble bath
화장용 거품목욕제,03,"G1201,S120907,S128302",bubble bath for cosmetic use
거품 목욕제,03,"G1201,S120907,S128302",bubble bath preparations
비의료용 거품목욕제,03,"G1201,S120907,S128302",non-medicated bubble bath preparations
일반화장수,03,"G1201,S120907,S128302",common toilet water
모이스처라이징 크림/로션 및 겔,03,"G1201,S120907,S128302","moisturizing creams, lotions and gels"
비의료용 스킨케어제,03,"G1201,S120907,S128302",non-medicated skin care preparations
스킨케어제,03,"G1201,S120907,S128302",skin care preparations
주름제거용 스킨케어제,03,"G1201,S120907,S128302",wrinkle removing skin care preparations
핸드스크럽,03,"G1201,S120907,S128302",hand scrubs
화장용 콜라겐제,03,"G1201,S120907,S128302",collagen preparations for cosmetic purposes
눈 화장품,03,"G1201,S120907,S128302",eye make-up
매니큐어용 펜,03,"G1201,S120907,S128302",nail polish pens
매니큐어 제거용 펜,03,"G1201,S120907,S128302",nail polish remover pens
손톱용 반짝이,03,"G1201,S120907,S128302",nail glitter
선탠 겔,03,"G1201,S120907,S128302",sun tan gel
스킨 모이스처라이저,03,"G1201,S120907,S128302",skin moisturizer
화장용 베이럼 애프터셰이브,03,"G1201,S120907,S128302",bay rum aftershave for cosmetic purposes
화장용 페이셜 팩,03,"G1201,S120907,S128302",cosmetic facial packs
모발중화제,03,"G1201,S120907,S128302",hair relaxers
모발탈색제,03,"G1201,S120907,S128302",hair color removers
모이스처라이징 크림,03,"G1201,S120907,S128302",moisturizing creams
농축 보습제,03,"G1201,S120907,S128302",moisturising concentrates (cosmetic)
눈 색조화장품,03,"G1201,S120907,S128302",colour cosmetics for the eyes
눈 주름 로션,03,"G1201,S120907,S128302",eye wrinkle lotions
두피용 컨디셔너 스프레이,03,"G1201,S120907,S128302",conditioners in the form of sprays for the scalp
모발 고정용 오일,03,"G1201,S120907,S128302",hair fixing oil
모발 보호용 로션,03,"G1201,S120907,S128302",hair protection lotions
바디 미스트,03,"G1201,S120907,S128302",body mist
발톱손질제,03,"G1201,S120907,S128302",pedicure preparations
땀 억제 스프레이,03,"G1201,S120907,S128302",anti-perspirants in the form of sprays
땀 방지 방취제,03,"G1201,S120907,S128302",anti-perspirant deodorants
비의료용 연고,03,"G1201,S120907,S128302",salves (non-medicated)
색조 화장품,03,"G1201,S120907,S128302",colour cosmetics
선블록 오일(화장품),03,"G1201,S120907,S128302",sun blocking oils (cosmetics)
손톱 강화제,03,"G1201,S120907,S128302",preparations for reinforcing the nails
퍼퓸드 바디로션(화장제제),03,"G1201,S120907,S128302",perfumed body lotions (toilet preparations)
피부용 색조화장품,03,"G1201,S120907,S128302",colour cosmetics for the skin
화장용 피부보습제,03,"G1201,S120907,S128302",skin hydrators for cosmetic purposes
립 틴트,03,"G1201,S120907,S128302",lip tints
립스틱,03,"G1201,S120907,S128302",lipstick
마스카라,03,"G1201,S120907,S128302",mascaras
매니큐어,03,"G1201,S120907,S128302",nail varnishes
메이크업 파운데이션,03,"G1201,S120907,S128302",make-up foundation
면도용 겔,03,"G1201,S120907,S128302",shaving gels
모발 염료,03,"G1201,S120907,S128302",hair dye
모발염색제,03,"G1201,S120907,S128302",hair colouring
모발염색제,03,"G1201,S120907,S128302",hair colouring and dyes
애프터선 겔(화장품),03,"G1201,S120907,S128302",after-sun gels [cosmetics]
애프터선 오일(화장품),03,"G1201,S120907,S128302",after-sun oils [cosmetics]
인체용 땀 억제제,03,"G1201,S120907,S128302",antiperspirants for personal use
풋 스크럽,03,"G1201,S120907,S128302",foot scrubs
화장용 코코아버터,03,"G1201,S120907,S128302",cocoa butter for cosmetic purposes
화장용 태닝밀크,03,"G1201,S120907,S128302",tanning milks [cosmetics]
면도 및 애프터셰이브제,03,"G1201,S120907,S128302",shaving and after-shave preparations
모발 및 두피용 화장품,03,"G1201,S120907,S128302",cosmetic preparations for the hair and scalp
모발 염색 및 표백제,03,"G1201,S120907,S128302",hair dyes and bleaching products
모발제거용 크림,03,"G1201,S120907,S128302",hair removing cream
비의료용 스킨/헤어 및 두피케어용 제제,03,"G1201,S120907,S128302","non-medicated preparations for the care of skin, hair and scalp"
비의료용 헤어케어제,03,"G1201,S120907,S128302",non-medicated hair care preparations
스타일링 로션,03,"G1201,S120907,S128302",styling lotions
체모제거용 왁스 스트립,03,"G1201,S120907,S128302",wax strips for removing body hair
프리셰이브 및 애프터셰이브제,03,"G1201,S120907,S128302",pre-shave and after-shave preparations
헤어스프레이 및 헤어겔,03,"G1201,S120907,S128302",hair sprays and hair gels
화장용 비의료용 헤어트리트먼트제,03,"G1201,S120907,S128302",non-medicated hair treatment preparations for cosmetic purposes
인체용 방취제 (향료),03,"G1201,S120907,S128302",deodorants for personal use [perfumery]
손톱용 프라이머,03,"G1201,S120907,S128302",nail primer [cosmetics]
쌍꺼풀용 화장품,03,"G1201,S120907,S128302",eyelid doubling makeup
파운데이션 크림,03,"G1201,S120907,S128302",foundation creams
마사지용 오일 및 로션,03,"G1201,S120907,S128302",massage oils and lotions
목욕용 플레이크,03,"G1201,S120907,S128302",bath flakes
뷰티케어용 화장품,03,"G1201,S120907,S128302",beauty care cosmetics
비의료용 바디케어제,03,"G1201,S120907,S128302",non-medicated body care preparations
비의료용 발케어제,03,"G1201,S120907,S128302",non-medicated foot care preparations
비의료용 배스 및 샤워겔 및 염,03,"G1201,S120907,S128302","bath and shower gels and salts, not for medical purposes"
샤워 및 목욕제,03,"G1201,S120907,S128302",bath and shower preparations
샤워겔/크림 및 오일,03,"G1201,S120907,S128302","shower gels, creams and oils"
선케어 로션,03,"G1201,S120907,S128302",sun care lotions
선탠 오일 및 로션,03,"G1201,S120907,S128302",sun-tanning oils and lotions
선탠용 화장크림/로션 및 기타제제,03,"G1201,S120907,S128302","cosmetic creams, lotions and other preparations for sun tanning"
선탠 크림,03,"G1201,S120907,S128302",suntan creams
노화방지 스킨케어제,03,"G1201,S120907,S128302",anti-aging skin care preparations
노화방지용 모이스처라이저,03,"G1201,S120907,S128302",anti-aging moisturizers
데이크림,03,"G1201,S120907,S128302",day creams
화장용 액체 라텍스 바디페인트,03,"G1201,S120907,S128302",liquid latex body paint for cosmetic purposes
화장용 연필,03,"G1201,S120907,S128302",pencils for cosmetic purposes
화장용 연필,03,"G1201,S120907,S128302",make-up pencils
화장용 염색제,03,"G1201,S120907,S128302",coloring preparations for cosmetic purposes
모발염색제,03,"G1201,S120907,S128302",hair colouring preparations
모발용 표백제,03,"G1201,S120907,S128302",hair bleach
모발용 표백제,03,"G1201,S120907,S128302",hair bleaching preparations
모발용 표백제,03,"G1201,S120907,S128302",hair bleaches
모발탈색제,03,"G1201,S120907,S128302",hair decolorants
바디 글리터,03,"G1201,S120907,S128302",body glitters
바디로션,03,"G1201,S120907,S128302",body lotions
바디밀크,03,"G1201,S120907,S128302",body milks
배스폼,03,"G1201,S120907,S128302",bath foams
베이비 로션,03,"G1201,S120907,S128302",baby lotion
볼연지,03,"G1201,S120907,S128302",cheek rouges
볼터치,03,"G1201,S120907,S128302",blusher
비의료용 헤어밤,03,"G1201,S120907,S128302",non-medicated balm for hair
샤워겔,03,"G1201,S120907,S128302",shower gels
선스크린 크림,03,"G1201,S120907,S128302",Sunscreen creams
선스크린제,03,"G1201,S120907,S128302",sun screen preparations
선탠 크림,03,"G1201,S120907,S128302",tanning creams
리퀴드 루즈,03,"G1201,S120907,S128302",liquid rouges
셰이빙크림,03,"G1201,S120907,S128302",shaving creams
스킨로션,03,"G1201,S120907,S128302",skin lotion
스킨케어용 에어로졸 형태의 화장품,03,"G1201,S120907,S128302",cosmetic products in the form of aerosols for skincare
스킨크림,03,"G1201,S120907,S128302",skin cream
아이라이너,03,"G1201,S120907,S128302",eyeliners
아이라이너,03,"G1201,S120907,S128302",eyeliner
아이섀도,03,"G1201,S120907,S128302",eyeshadows
아이섀도,03,"G1201,S120907,S128302",eyeshadow
아이섀도,03,"G1201,S120907,S128302",eye-shadow
아이섀도 팔레트,03,"G1201,S120907,S128302",eyeshadow palettes
애프터셰이브 로션,03,"G1201,S120907,S128302",after shave lotions
어린이용 색조화장품,03,"G1201,S120907,S128302",colour cosmetics for children
거품 목욕제,03,"G1201,S120907,S128302",bubble bath
네일에나멜,03,"G1201,S120907,S128302",nail enamels
네일용 화장품,03,"G1201,S120907,S128302",nail cosmetics
롱래쉬 마스카라,03,"G1201,S120907,S128302",long lash mascaras
루즈,03,"G1201,S120907,S128302",rouges
콧수염용 왁스,03,"G1201,S120907,S128302",mustache wax
화장용 오일,03,"G1201,S120907,S128302",oils for toiletry purposes
화장용 오일,03,"G1201,S120907,S128302",cosmetic oils
화장용 탤컴파우더,03,"G1201,S120907,S128302",talcum powder [for toilet use]
화장용 표백제,03,"G1201,S120907,S128302",bleaching preparations for cosmetic purposes
화장제거제,03,"G1201,S120907,S128302",make up removing preparations
화장품,03,"G1201,S120907,S128302",cosmetic preparations
오 드 뚜왈렛,03,"G1201,S120907,S128302",eau-de-toilette
오데코롱,03,"G1201,S120907,S128302",eau de cologne [cologne water]
오데코롱,03,"G1201,S120907,S128302",eaux de cologne
오데코롱,03,"G1201,S120907,S128302",eau-de-cologne
의료용을 제외한 마사지 젤,03,"G1201,S120907,S128302",massage gels other than for medical purposes
인체용 방취제,03,"G1201,S120907,S128302",personal deodorants
입술 광택제,03,"G1201,S120907,S128302",lip polisher
입술 착색제(화장품),03,"G1201,S120907,S128302",lip stains for cosmetic purposes
콜드크림,03,"G1201,S120907,S128302",cold creams
파마약,03,"G1201,S120907,S128302",preparations for permanent hair waves
파운데이션,03,"G1201,S120907,S128302",foundations
페이스 페인트,03,"G1201,S120907,S128302",face paints
핸드크림,03,"G1201,S120907,S128302",hand creams
헤어겔,03,"G1201,S120907,S128302",hair gels
헤어로션,03,"G1201,S120907,S128302",hair lotion
헤어무스,03,"G1201,S120907,S128302",hair mousses
헤어스프레이,03,"G1201,S120907,S128302",hair sprays
헤어스프레이,03,"G1201,S120907,S128302",hairspray
헤어토닉,03,"G1201,S120907,S128302",hair tonics
화장수,03,"G1201,S120907,S128302",toilet waters
화장용 겔,03,"G1201,S120907,S128302",gels for cosmetic purposes
화장용 바디페인트,03,"G1201,S120907,S128302",body paint for cosmetic purposes
